Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,2012-09-14,19616.22,False
1,2,2012-09-14,44493.61,False
1,3,2012-09-14,14288.22,False
1,4,2012-09-14,35044.06,False
1,5,2012-09-14,19369.52,False
1,6,2012-09-14,3073.31,False
1,7,2012-09-14,15525.82,False
1,8,2012-09-14,37346.83,False
1,9,2012-09-14,31882.98,False
1,10,2012-09-14,31705.09,False
1,11,2012-09-14,17027.47,False
1,12,2012-09-14,10484.08,False
1,13,2012-09-14,38759.47,False
1,14,2012-09-14,11596.1,False
1,16,2012-09-14,14646.37,False
1,17,2012-09-14,7075.73,False
1,18,2012-09-14,649.09,False
1,19,2012-09-14,733.78,False
1,20,2012-09-14,3548.56,False
1,21,2012-09-14,8013.36,False
1,22,2012-09-14,5462.99,False
1,23,2012-09-14,14172.52,False
1,24,2012-09-14,4980.64,False
1,25,2012-09-14,7541.58,False
1,26,2012-09-14,6001.13,False
1,27,2012-09-14,857.88,False
1,28,2012-09-14,403.87,False
1,29,2012-09-14,3418.62,False
1,30,2012-09-14,2115.88,False
1,31,2012-09-14,1365.52,False
1,32,2012-09-14,5000.5,False
1,33,2012-09-14,4449.08,False
1,34,2012-09-14,8723.62,False
1,35,2012-09-14,1547.07,False
1,36,2012-09-14,310.55,False
1,37,2012-09-14,2854.51,False
1,38,2012-09-14,82186.59,False
1,40,2012-09-14,60364.66,False
1,41,2012-09-14,1382.99,False
1,42,2012-09-14,7563.72,False
1,44,2012-09-14,5406.78,False
1,46,2012-09-14,17207.35,False
1,48,2012-09-14,724.0,False
1,49,2012-09-14,9414.79,False
1,52,2012-09-14,1830.37,False
1,54,2012-09-14,46.92,False
1,55,2012-09-14,7408.83,False
1,56,2012-09-14,1742.34,False
1,58,2012-09-14,4650.0,False
1,59,2012-09-14,208.58,False
1,60,2012-09-14,891.0,False
1,67,2012-09-14,6359.63,False
1,71,2012-09-14,1934.39,False
1,72,2012-09-14,40346.48,False
1,74,2012-09-14,9402.97,False
1,79,2012-09-14,33317.12,False
1,80,2012-09-14,19345.96,False
1,81,2012-09-14,30417.19,False
1,82,2012-09-14,19937.48,False
1,83,2012-09-14,6204.97,False
1,85,2012-09-14,2608.0,False
1,87,2012-09-14,45670.34,False
1,90,2012-09-14,89709.09,False
1,91,2012-09-14,70429.68,False
1,92,2012-09-14,148861.17,False
1,93,2012-09-14,81007.78,False
1,94,2012-09-14,64491.29,False
1,95,2012-09-14,128542.73,False
1,96,2012-09-14,32864.96,False
1,97,2012-09-14,39216.22,False
1,98,2012-09-14,11646.84,False
1,99,2012-09-14,0.03,False
1,1,2012-09-21,19251.5,False
1,2,2012-09-21,43541.07,False
1,3,2012-09-21,13403.63,False
1,4,2012-09-21,34507.34,False
1,5,2012-09-21,25798.78,False
1,6,2012-09-21,4159.51,False
1,7,2012-09-21,22542.44,False
1,8,2012-09-21,36404.63,False
1,9,2012-09-21,33889.72,False
1,10,2012-09-21,29203.63,False
1,11,2012-09-21,18161.43,False
1,12,2012-09-21,9448.14,False
1,13,2012-09-21,39746.87,False
1,14,2012-09-21,12193.8,False
1,16,2012-09-21,13415.51,False
1,17,2012-09-21,7143.59,False
1,18,2012-09-21,3361.0,False
1,19,2012-09-21,1015.46,False
1,20,2012-09-21,3532.28,False
1,21,2012-09-21,7085.79,False
1,22,2012-09-21,5663.49,False
1,23,2012-09-21,15702.02,False
1,24,2012-09-21,4979.52,False
1,25,2012-09-21,7804.28,False
1,26,2012-09-21,6550.81,False
1,27,2012-09-21,1047.27,False
1,28,2012-09-21,490.61,False
1,29,2012-09-21,3683.28,False
1,30,2012-09-21,1986.16,False
1,31,2012-09-21,1490.66,False
1,32,2012-09-21,5375.99,False
1,33,2012-09-21,4705.71,False
1,34,2012-09-21,9670.5,False
1,35,2012-09-21,1341.83,False
1,36,2012-09-21,408.03,False
1,37,2012-09-21,2776.22,False
1,38,2012-09-21,74195.35,False
1,40,2012-09-21,57957.57,False
1,41,2012-09-21,1320.89,False
1,42,2012-09-21,7062.59,False
1,44,2012-09-21,5682.47,False
1,45,2012-09-21,52.35,False
1,46,2012-09-21,17162.62,False
1,48,2012-09-21,1101.0,False
1,49,2012-09-21,9011.1,False
1,52,2012-09-21,1759.82,False
1,55,2012-09-21,10502.56,False
1,56,2012-09-21,1942.71,False
1,58,2012-09-21,7790.0,False
1,59,2012-09-21,171.44,False
1,60,2012-09-21,702.0,False
1,67,2012-09-21,6504.48,False
1,71,2012-09-21,1433.83,False
1,72,2012-09-21,61883.75,False
1,74,2012-09-21,10745.38,False
1,79,2012-09-21,29389.5,False
1,80,2012-09-21,18448.27,False
1,81,2012-09-21,29554.46,False
1,82,2012-09-21,19511.41,False
1,83,2012-09-21,5179.11,False
1,85,2012-09-21,2799.37,False
1,87,2012-09-21,50794.86,False
1,90,2012-09-21,86242.68,False
1,91,2012-09-21,61875.25,False
1,92,2012-09-21,139354.6,False
1,93,2012-09-21,72668.61,False
1,94,2012-09-21,61873.33,False
1,95,2012-09-21,119121.35,False
1,96,2012-09-21,33452.24,False
1,97,2012-09-21,36362.41,False
1,98,2012-09-21,11034.2,False
1,1,2012-09-28,18947.81,False
1,2,2012-09-28,45784.76,False
1,3,2012-09-28,13085.95,False
1,4,2012-09-28,34647.33,False
1,5,2012-09-28,22560.39,False
1,6,2012-09-28,3168.68,False
1,7,2012-09-28,22343.24,False
1,8,2012-09-28,37254.84,False
1,9,2012-09-28,40712.85,False
1,10,2012-09-28,27205.4,False
1,11,2012-09-28,17242.78,False
1,12,2012-09-28,11013.77,False
1,13,2012-09-28,39793.41,False
1,14,2012-09-28,12037.66,False
1,16,2012-09-28,14734.64,False
1,17,2012-09-28,7155.75,False
1,18,2012-09-28,4867.7,False
1,19,2012-09-28,1385.85,False
1,20,2012-09-28,3200.54,False
1,21,2012-09-28,7737.13,False
1,22,2012-09-28,6892.92,False
1,23,2012-09-28,14731.92,False
1,24,2012-09-28,4364.69,False
1,25,2012-09-28,7685.71,False
1,26,2012-09-28,5035.97,False
1,27,2012-09-28,948.57,False
1,28,2012-09-28,402.73,False
1,29,2012-09-28,3515.91,False
1,30,2012-09-28,2047.42,False
1,31,2012-09-28,1060.74,False
1,32,2012-09-28,3909.44,False
1,33,2012-09-28,4390.19,False
1,34,2012-09-28,8972.86,False
1,35,2012-09-28,1773.32,False
1,36,2012-09-28,277.37,False
1,37,2012-09-28,2507.6,False
1,38,2012-09-28,75484.17,False
1,40,2012-09-28,56346.83,False
1,41,2012-09-28,1163.75,False
1,42,2012-09-28,6568.89,False
1,44,2012-09-28,7919.71,False
1,45,2012-09-28,20.94,False
1,46,2012-09-28,16773.28,False
1,47,2012-09-28,224.0,False
1,48,2012-09-28,2672.0,False
1,49,2012-09-28,9590.05,False
1,52,2012-09-28,2169.68,False
1,54,2012-09-28,36.0,False
1,55,2012-09-28,9595.03,False
1,56,2012-09-28,2167.36,False
1,58,2012-09-28,1355.0,False
1,59,2012-09-28,215.41,False
1,60,2012-09-28,864.0,False
1,67,2012-09-28,6425.63,False
1,71,2012-09-28,1464.06,False
1,72,2012-09-28,50209.37,False
1,74,2012-09-28,9908.28,False
1,79,2012-09-28,28492.34,False
1,80,2012-09-28,17848.52,False
1,81,2012-09-28,27934.47,False
1,82,2012-09-28,18084.61,False
1,83,2012-09-28,5135.11,False
1,85,2012-09-28,2721.66,False
1,87,2012-09-28,47292.44,False
1,90,2012-09-28,80701.63,False
1,91,2012-09-28,55839.93,False
1,92,2012-09-28,122434.07,False
1,93,2012-09-28,63262.59,False
1,94,2012-09-28,58663.94,False
1,95,2012-09-28,115326.47,False
1,96,2012-09-28,34921.11,False
1,97,2012-09-28,32971.82,False
1,98,2012-09-28,10857.27,False
1,1,2012-10-05,21904.47,False
1,2,2012-10-05,48577.08,False
1,3,2012-10-05,11676.98,False
1,4,2012-10-05,39311.93,False
1,5,2012-10-05,25508.81,False
1,6,2012-10-05,3843.29,False
1,7,2012-10-05,22071.39,False
1,8,2012-10-05,42663.75,False
1,9,2012-10-05,40439.53,False
1,10,2012-10-05,27822.4,False
1,11,2012-10-05,22374.18,False
1,12,2012-10-05,10037.09,False
1,13,2012-10-05,43746.89,False
1,14,2012-10-05,14381.21,False
1,16,2012-10-05,11320.41,False
1,17,2012-10-05,9040.52,False
1,18,2012-10-05,7291.46,False
1,19,2012-10-05,1192.58,False
1,20,2012-10-05,4184.73,False
1,21,2012-10-05,7790.01,False
1,22,2012-10-05,7821.14,False
1,23,2012-10-05,19478.62,False
1,24,2012-10-05,7322.07,False
1,25,2012-10-05,11140.24,False
1,26,2012-10-05,8784.99,False
1,27,2012-10-05,1492.09,False
1,28,2012-10-05,641.7,False
1,29,2012-10-05,4288.34,False
1,30,2012-10-05,2520.85,False
1,31,2012-10-05,2063.02,False
1,32,2012-10-05,5852.15,False
1,33,2012-10-05,6775.72,False
1,34,2012-10-05,10523.41,False
1,35,2012-10-05,1658.09,False
1,36,2012-10-05,1040.66,False
1,37,2012-10-05,2466.9,False
1,38,2012-10-05,74894.95,False
1,40,2012-10-05,63639.01,False
1,41,2012-10-05,1207.99,False
1,42,2012-10-05,7163.58,False
1,44,2012-10-05,5546.58,False
1,46,2012-10-05,18795.49,False
1,48,2012-10-05,1361.0,False
1,49,2012-10-05,11093.34,False
1,52,2012-10-05,2373.49,False
1,54,2012-10-05,72.92,False
1,55,2012-10-05,12244.21,False
1,56,2012-10-05,1893.24,False
1,58,2012-10-05,3380.0,False
1,59,2012-10-05,219.64,False
1,60,2012-10-05,1332.0,False
1,67,2012-10-05,6472.62,False
1,71,2012-10-05,2418.32,False
1,72,2012-10-05,54480.13,False
1,74,2012-10-05,10574.5,False
1,79,2012-10-05,48373.55,False
1,80,2012-10-05,21007.2,False
1,81,2012-10-05,31376.98,False
1,82,2012-10-05,20292.96,False
1,83,2012-10-05,5937.81,False
1,85,2012-10-05,2361.62,False
1,87,2012-10-05,68503.09,False
1,90,2012-10-05,95882.36,False
1,91,2012-10-05,69193.16,False
1,92,2012-10-05,159459.88,False
1,93,2012-10-05,81868.04,False
1,94,2012-10-05,63583.95,False
1,95,2012-10-05,127009.22,False
1,96,2012-10-05,33154.23,False
1,97,2012-10-05,40500.26,False
1,98,2012-10-05,13434.95,False
1,99,2012-10-05,635.0,False
1,1,2012-10-12,22764.01,False
1,2,2012-10-12,42112.67,False
1,3,2012-10-12,10487.17,False
1,4,2012-10-12,35446.18,False
1,5,2012-10-12,20920.03,False
1,6,2012-10-12,3788.59,False
1,7,2012-10-12,20212.71,False
1,8,2012-10-12,37248.47,False
1,9,2012-10-12,37126.23,False
1,10,2012-10-12,27803.78,False
1,11,2012-10-12,21857.09,False
1,12,2012-10-12,8983.82,False
1,13,2012-10-12,38015.36,False
1,14,2012-10-12,11450.64,False
1,16,2012-10-12,10525.66,False
1,17,2012-10-12,7908.36,False
1,18,2012-10-12,8171.79,False
1,19,2012-10-12,1415.68,False
1,20,2012-10-12,3126.49,False
1,21,2012-10-12,7020.8,False
1,22,2012-10-12,8966.16,False
1,23,2012-10-12,21024.28,False
1,24,2012-10-12,7733.2,False
1,25,2012-10-12,10485.04,False
1,26,2012-10-12,12773.34,False
1,27,2012-10-12,1536.58,False
1,28,2012-10-12,596.37,False
1,29,2012-10-12,3465.18,False
1,30,2012-10-12,2258.74,False
1,31,2012-10-12,1276.81,False
1,32,2012-10-12,5238.49,False
1,33,2012-10-12,7617.49,False
1,34,2012-10-12,11105.36,False
1,35,2012-10-12,2228.94,False
1,36,2012-10-12,1584.1,False
1,37,2012-10-12,2482.7,False
1,38,2012-10-12,82276.59,False
1,40,2012-10-12,56659.18,False
1,41,2012-10-12,1031.98,False
1,42,2012-10-12,7418.72,False
1,44,2012-10-12,5997.47,False
1,45,2012-10-12,10.47,False
1,46,2012-10-12,16291.79,False
1,48,2012-10-12,2657.0,False
1,49,2012-10-12,9710.08,False
1,52,2012-10-12,2028.6,False
1,54,2012-10-12,89.84,False
1,55,2012-10-12,11695.12,False
1,56,2012-10-12,1844.94,False
1,58,2012-10-12,4560.0,False
1,59,2012-10-12,112.67,False
1,60,2012-10-12,1026.0,False
1,67,2012-10-12,6242.93,False
1,71,2012-10-12,1585.93,False
1,72,2012-10-12,42221.07,False
1,74,2012-10-12,7583.13,False
1,79,2012-10-12,34139.98,False
1,80,2012-10-12,20014.24,False
1,81,2012-10-12,30502.04,False
1,82,2012-10-12,21963.11,False
1,83,2012-10-12,6505.55,False
1,85,2012-10-12,2493.35,False
1,87,2012-10-12,44267.78,False
1,90,2012-10-12,92950.15,False
1,91,2012-10-12,67677.85,False
1,92,2012-10-12,156944.65,False
1,93,2012-10-12,84659.27,False
1,94,2012-10-12,62887.85,False
1,95,2012-10-12,124559.93,False
1,96,2012-10-12,32918.5,False
1,97,2012-10-12,39844.82,False
1,98,2012-10-12,12861.92,False
1,99,2012-10-12,80.0,False
1,1,2012-10-19,24185.27,False
1,2,2012-10-19,42354.72,False
1,3,2012-10-19,8548.87,False
1,4,2012-10-19,35549.19,False
1,5,2012-10-19,20413.83,False
1,6,2012-10-19,3496.69,False
1,7,2012-10-19,21937.45,False
1,8,2012-10-19,38668.75,False
1,9,2012-10-19,36690.81,False
1,10,2012-10-19,29442.38,False
1,11,2012-10-19,18259.82,False
1,12,2012-10-19,10830.48,False
1,13,2012-10-19,38341.15,False
1,14,2012-10-19,12035.51,False
1,16,2012-10-19,9518.43,False
1,17,2012-10-19,7640.43,False
1,18,2012-10-19,10569.09,False
1,19,2012-10-19,1247.56,False
1,20,2012-10-19,3640.07,False
1,21,2012-10-19,7614.71,False
1,22,2012-10-19,8236.39,False
1,23,2012-10-19,17191.96,False
1,24,2012-10-19,5355.52,False
1,25,2012-10-19,8702.47,False
1,26,2012-10-19,7004.13,False
1,27,2012-10-19,1841.73,False
1,28,2012-10-19,656.45,False
1,29,2012-10-19,3739.1,False
1,30,2012-10-19,2559.08,False
1,31,2012-10-19,1529.52,False
1,32,2012-10-19,6241.78,False
1,33,2012-10-19,5170.49,False
1,34,2012-10-19,9544.78,False
1,35,2012-10-19,1555.93,False
1,36,2012-10-19,536.75,False
1,37,2012-10-19,2483.49,False
1,38,2012-10-19,68794.43,False
1,40,2012-10-19,56386.37,False
1,41,2012-10-19,1201.83,False
1,42,2012-10-19,7586.22,False
1,44,2012-10-19,6357.29,False
1,46,2012-10-19,16784.5,False
1,48,2012-10-19,784.0,False
1,49,2012-10-19,11082.52,False
1,52,2012-10-19,1634.61,False
1,54,2012-10-19,28.92,False
1,55,2012-10-19,9438.28,False
1,56,2012-10-19,1328.43,False
1,58,2012-10-19,6800.0,False
1,59,2012-10-19,183.24,False
1,60,2012-10-19,999.0,False
1,67,2012-10-19,6429.74,False
1,71,2012-10-19,2263.79,False
1,72,2012-10-19,36267.08,False
1,74,2012-10-19,9700.45,False
1,79,2012-10-19,27982.85,False
1,80,2012-10-19,19217.27,False
1,81,2012-10-19,29992.45,False
1,82,2012-10-19,20132.76,False
1,83,2012-10-19,5854.41,False
1,85,2012-10-19,2945.08,False
1,87,2012-10-19,48093.57,False
1,90,2012-10-19,88474.51,False
1,91,2012-10-19,64022.49,False
1,92,2012-10-19,146387.59,False
1,93,2012-10-19,75214.29,False
1,94,2012-10-19,62767.87,False
1,95,2012-10-19,123346.24,False
1,96,2012-10-19,37113.21,False
1,97,2012-10-19,36028.46,False
1,98,2012-10-19,13110.24,False
1,1,2012-10-26,27390.81,False
1,2,2012-10-26,43134.88,False
1,3,2012-10-26,9350.9,False
1,4,2012-10-26,36292.6,False
1,5,2012-10-26,25846.94,False
1,6,2012-10-26,4032.5,False
1,7,2012-10-26,21449.85,False
1,8,2012-10-26,39255.35,False
1,9,2012-10-26,41040.84,False
1,10,2012-10-26,26285.27,False
1,11,2012-10-26,22399.83,False
1,12,2012-10-26,8658.41,False
1,13,2012-10-26,38512.48,False
1,14,2012-10-26,11150.0,False
1,16,2012-10-26,9934.63,False
1,17,2012-10-26,7640.92,False
1,18,2012-10-26,17934.28,False
1,19,2012-10-26,1640.81,False
1,20,2012-10-26,2680.53,False
1,21,2012-10-26,8194.63,False
1,22,2012-10-26,8236.88,False
1,23,2012-10-26,21460.58,False
1,24,2012-10-26,7106.74,False
1,25,2012-10-26,11066.13,False
1,26,2012-10-26,7412.16,False
1,27,2012-10-26,1712.02,False
1,28,2012-10-26,742.48,False
1,29,2012-10-26,4077.2,False
1,30,2012-10-26,2830.48,False
1,31,2012-10-26,1413.51,False
1,32,2012-10-26,5918.47,False
1,33,2012-10-26,6313.48,False
1,34,2012-10-26,9972.0,False
1,35,2012-10-26,1459.47,False
1,36,2012-10-26,1156.34,False
1,37,2012-10-26,2566.42,False
1,38,2012-10-26,66526.76,False
1,40,2012-10-26,59287.86,False
1,41,2012-10-26,1784.96,False
1,42,2012-10-26,6786.97,False
1,44,2012-10-26,6593.58,False
1,45,2012-10-26,20.94,False
1,46,2012-10-26,17950.88,False
1,48,2012-10-26,3341.0,False
1,49,2012-10-26,8775.52,False
1,52,2012-10-26,2530.51,False
1,54,2012-10-26,4.88,False
1,55,2012-10-26,10200.84,False
1,56,2012-10-26,882.69,False
1,58,2012-10-26,5295.0,False
1,59,2012-10-26,208.89,False
1,60,2012-10-26,918.0,False
1,67,2012-10-26,7319.25,False
1,71,2012-10-26,1370.83,False
1,72,2012-10-26,35282.73,False
1,74,2012-10-26,7986.96,False
1,79,2012-10-26,29294.29,False
1,80,2012-10-26,17918.31,False
1,81,2012-10-26,29107.55,False
1,82,2012-10-26,19702.26,False
1,83,2012-10-26,4912.05,False
1,85,2012-10-26,3818.23,False
1,87,2012-10-26,51212.09,False
1,90,2012-10-26,84064.59,False
1,91,2012-10-26,55472.46,False
1,92,2012-10-26,132155.74,False
1,93,2012-10-26,66622.89,False
1,94,2012-10-26,60278.73,False
1,95,2012-10-26,117375.38,False
1,96,2012-10-26,36851.92,False
1,97,2012-10-26,32830.52,False
1,98,2012-10-26,12702.86,False
2,1,2012-09-14,26435.2,False
2,2,2012-09-14,63984.36,False
2,3,2012-09-14,15121.83,False
2,4,2012-09-14,42250.04,False
2,5,2012-09-14,22075.36,False
2,6,2012-09-14,5524.04,False
2,7,2012-09-14,33616.53,False
2,8,2012-09-14,59095.81,False
2,9,2012-09-14,34082.12,False
2,10,2012-09-14,39335.53,False
2,11,2012-09-14,16955.5,False
2,12,2012-09-14,7606.98,False
2,13,2012-09-14,45803.72,False
2,14,2012-09-14,15959.23,False
2,16,2012-09-14,10942.85,False
2,17,2012-09-14,12251.02,False
2,18,2012-09-14,2626.17,False
2,19,2012-09-14,3155.08,False
2,20,2012-09-14,4459.05,False
2,21,2012-09-14,8612.57,False
2,22,2012-09-14,11627.47,False
2,23,2012-09-14,20513.8,False
2,24,2012-09-14,4813.31,False
2,25,2012-09-14,11613.66,False
2,26,2012-09-14,8578.81,False
2,27,2012-09-14,1441.38,False
2,28,2012-09-14,372.88,False
